Model,Feature,Importance,Rank
Gradient Boosting Reference,City_Corcoran,0.0,514
Gradient Boosting Reference,City_Corning,0.0,515
Gradient Boosting Reference,City_Corona,0.0,516
Gradient Boosting Reference,City_Corona Del Mar,0.0,517
Gradient Boosting Reference,City_Coronado,0.0,518
Gradient Boosting Reference,City_Corralitos,0.0,519
Gradient Boosting Reference,City_Costa Mesa,0.0,520
Gradient Boosting Reference,City_Coto de Caza,0.0,521
Gradient Boosting Reference,City_Cottonwood,0.0,522
Gradient Boosting Reference,City_Covelo,0.0,523
Gradient Boosting Reference,City_Covina,0.0,524
Gradient Boosting Reference,City_Cowan Heights,0.0,525
Gradient Boosting Reference,City_Crestline,0.0,526
Gradient Boosting Reference,City_Creston,0.0,527
Gradient Boosting Reference,City_Crockett,0.0,528
Gradient Boosting Reference,City_Cudahy,0.0,529
Gradient Boosting Reference,City_Culver City,0.0,530
Gradient Boosting Reference,City_Cupertino,0.0,531
Gradient Boosting Reference,City_Cutler,0.0,532
Gradient Boosting Reference,City_Cypress,0.0,533
Gradient Boosting Reference,City_Cobb,0.0,534
Gradient Boosting Reference,City_Coarsegold,0.0,535
Gradient Boosting Reference,City_Coalinga,0.0,536
Gradient Boosting Reference,City_Chino,0.0,537
Gradient Boosting Reference,City_Castroville,0.0,538
Gradient Boosting Reference,City_Cathedral City,0.0,539
Gradient Boosting Reference,City_Catheys Valley,0.0,540
Gradient Boosting Reference,City_Cayucos,0.0,541
Gradient Boosting Reference,City_Cazadero,0.0,542
Gradient Boosting Reference,City_Cedar Glen,0.0,543
Gradient Boosting Reference,City_Cedarpines Park,0.0,544
Gradient Boosting Reference,City_Ceres,0.0,545
Gradient Boosting Reference,City_Cerritos,0.0,546
Gradient Boosting Reference,City_Chatsworth,0.0,547
Gradient Boosting Reference,City_Cherry Valley,0.0,548
Gradient Boosting Reference,City_Chico,0.0,549
Gradient Boosting Reference,City_Chino Hills,0.0,550
Gradient Boosting Reference,City_Coachella,0.0,551
Gradient Boosting Reference,City_Chowchilla,0.0,552
Gradient Boosting Reference,City_Aliso Viejo,0.0,553
Gradient Boosting Reference,City_Citrus Heights,0.0,554
Gradient Boosting Reference,City_City Terrace,0.0,555
Gradient Boosting Reference,City_Clairemont Mesa,0.0,556
Gradient Boosting Reference,City_Claremont,0.0,557
Gradient Boosting Reference,City_Clayton,0.0,558
Gradient Boosting Reference,City_Clearlake,0.0,559
Gradient Boosting Reference,City_Clearlake Oaks,0.0,560
Gradient Boosting Reference,City_Clio,0.0,561
Gradient Boosting Reference,City_Clipper Mills,0.0,562
Gradient Boosting Reference,City_Clovis,0.0,563
Gradient Boosting Reference,City_Cypress Park,0.0,564
Gradient Boosting Reference,City_Dana Point,0.0,565
Gradient Boosting Reference,City_Mission Viejo,0.0,566
Gradient Boosting Reference,City_Danville,0.0,567
Gradient Boosting Reference,City_Eastvale,0.0,568
Gradient Boosting Reference,City_Echo Park,0.0,569
Gradient Boosting Reference,City_Edwards,0.0,570
Gradient Boosting Reference,City_El Cajon,0.0,571
Gradient Boosting Reference,City_El Centro,0.0,572
Gradient Boosting Reference,City_El Cerrito,0.0,573
Gradient Boosting Reference,City_El Dorado Hills,0.0,574
Gradient Boosting Reference,City_El Granada,0.0,575
Gradient Boosting Reference,City_El Mirage,0.0,576
Gradient Boosting Reference,City_El Monte,0.0,577
Gradient Boosting Reference,City_El Portal,0.0,578
Gradient Boosting Reference,City_El Segundo,0.0,579
Gradient Boosting Reference,City_El Sereno,0.0,580
Gradient Boosting Reference,City_El Sobrante,0.0,581
Gradient Boosting Reference,City_Elk,0.0,582
Gradient Boosting Reference,City_Elk Creek,0.0,583
Gradient Boosting Reference,City_Elk Grove,0.0,584
Gradient Boosting Reference,City_Emeryville,0.0,585
Gradient Boosting Reference,City_Empire,0.0,586
Gradient Boosting Reference,City_Encanto,0.0,587
Gradient Boosting Reference,City_Encinitas,0.0,588
Gradient Boosting Reference,City_Encino,0.0,589
Gradient Boosting Reference,City_Escalon,0.0,590
Gradient Boosting Reference,City_Escondido,0.0,591
Gradient Boosting Reference,City_Eureka,0.0,592
Gradient Boosting Reference,City_Exeter,0.0,593
Gradient Boosting Reference,City_Fair Oaks,0.0,594
Gradient Boosting Reference,City_East Palo Alto,0.0,595
Gradient Boosting Reference,City_East Los Angeles,0.0,596
Gradient Boosting Reference,City_Eagle Rock,0.0,597
Gradient Boosting Reference,City_Diamond Bar,0.0,598
Gradient Boosting Reference,City_Davis,0.0,599
Gradient Boosting Reference,City_Del Mar,0.0,600
Gradient Boosting Reference,City_Del Rey,0.0,601
Gradient Boosting Reference,City_Del Rey Oaks,0.0,602
Gradient Boosting Reference,City_Delano,0.0,603
Gradient Boosting Reference,City_Delhi,0.0,604
Gradient Boosting Reference,City_Denair,0.0,605
Gradient Boosting Reference,City_Descanso,0.0,606
Gradient Boosting Reference,City_Desert Center,0.0,607
Gradient Boosting Reference,City_Desert Hot Springs,0.0,608
Gradient Boosting Reference,City_Devore,0.0,609
Gradient Boosting Reference,City_Diablo,0.0,610
Gradient Boosting Reference,City_Dillon Beach,0.0,611
Gradient Boosting Reference,City_Durham,0.0,612
Gradient Boosting Reference,City_Dinuba,0.0,613
Gradient Boosting Reference,City_Discovery Bay,0.0,614
Gradient Boosting Reference,City_Dixon,0.0,615
Gradient Boosting Reference,City_Dobbins,0.0,616
Gradient Boosting Reference,City_Dorrington,0.0,617
Gradient Boosting Reference,City_Dos Palos,0.0,618
Gradient Boosting Reference,City_Downey,0.0,619
Gradient Boosting Reference,City_Duarte,0.0,620
Gradient Boosting Reference,City_Dublin,0.0,621
Gradient Boosting Reference,City_Dulzura,0.0,622
Gradient Boosting Reference,City_Dunnigan,0.0,623
Gradient Boosting Reference,City_Dunsmuir,0.0,624
Gradient Boosting Reference,City_Castro Valley,0.0,625
Gradient Boosting Reference,City_Castaic,0.0,626
Gradient Boosting Reference,City_Caruthers,0.0,627
Gradient Boosting Reference,City_Carson,0.0,628
Gradient Boosting Reference,City_Auberry,0.0,629
Gradient Boosting Reference,City_Auburn,0.0,630
Gradient Boosting Reference,City_Avalon,0.0,631
Gradient Boosting Reference,City_Avenal,0.0,632
Gradient Boosting Reference,City_Avila Beach,0.0,633
Gradient Boosting Reference,City_Azusa,0.0,634
Gradient Boosting Reference,City_Bakersfield,0.0,635
Gradient Boosting Reference,City_Baldwin Hills,0.0,636
Gradient Boosting Reference,City_Baldwin Park,0.0,637
Gradient Boosting Reference,City_Bangor,0.0,638
Gradient Boosting Reference,City_Banning,0.0,639
Gradient Boosting Reference,City_Barstow,0.0,640
Gradient Boosting Reference,City_Bass Lake,0.0,641
Gradient Boosting Reference,City_Bay Point,0.0,642
Gradient Boosting Reference,City_Beaumont,0.0,643
Gradient Boosting Reference,City_Bel Air,0.0,644
Gradient Boosting Reference,City_Bell,0.0,645
Gradient Boosting Reference,City_Bell Canyon,0.0,646
Gradient Boosting Reference,City_Bell Gardens,0.0,647
Gradient Boosting Reference,City_Bellflower,0.0,648
Gradient Boosting Reference,City_Belmont,0.0,649
Gradient Boosting Reference,City_Ben Lomond,0.0,650
Gradient Boosting Reference,City_Benicia,0.0,651
Gradient Boosting Reference,City_Berkeley,0.0,652
Gradient Boosting Reference,City_Bermuda Dunes,0.0,653
Gradient Boosting Reference,City_Berry Creek,0.0,654
Gradient Boosting Reference,City_Bethel Island,0.0,655
Gradient Boosting Reference,City_Atwater Village,0.0,656
Gradient Boosting Reference,City_Atwater,0.0,657
Gradient Boosting Reference,City_Atherton,0.0,658
Gradient Boosting Reference,City_Antioch,0.0,659
Gradient Boosting Reference,City_Alta Loma,0.0,660
Gradient Boosting Reference,City_Altadena,0.0,661
Gradient Boosting Reference,City_Alturas,0.0,662
Gradient Boosting Reference,City_Alviso,0.0,663
Gradient Boosting Reference,City_American Canyon,0.0,664
Gradient Boosting Reference,City_Anaheim,0.0,665
Gradient Boosting Reference,City_Anaheim Hills,0.0,666
Gradient Boosting Reference,City_Anderson,0.0,667
Gradient Boosting Reference,City_Angels Camp,0.0,668
Gradient Boosting Reference,City_Angelus Oaks,0.0,669
Gradient Boosting Reference,City_Angwin,0.0,670
Gradient Boosting Reference,City_Antelope,0.0,671
Gradient Boosting Reference,City_Anza,0.0,672
Gradient Boosting Reference,City_Atascadero,0.0,673
Gradient Boosting Reference,City_Apple Valley,0.0,674
Gradient Boosting Reference,City_Aptos,0.0,675
Gradient Boosting Reference,City_Arbuckle,0.0,676
Gradient Boosting Reference,City_Arcadia,0.0,677
Gradient Boosting Reference,City_Arleta,0.0,678
Gradient Boosting Reference,City_Arnold,0.0,679
Gradient Boosting Reference,City_Aromas,0.0,680
Gradient Boosting Reference,City_Arrowbear,0.0,681
Gradient Boosting Reference,City_Arroyo Grande,0.0,682
Gradient Boosting Reference,City_Artesia,0.0,683
Gradient Boosting Reference,City_Artois,0.0,684
Gradient Boosting Reference,City_Arvin,0.0,685
Gradient Boosting Reference,City_Beverly Hills,0.0,686
Gradient Boosting Reference,City_Big Bar,0.0,687
Gradient Boosting Reference,City_Big Bear,0.0,688
Gradient Boosting Reference,City_Cameron Park,0.0,689
Gradient Boosting Reference,City_Burson,0.0,690
Gradient Boosting Reference,City_Butte Meadows,0.0,691
Gradient Boosting Reference,City_Butte Valley,0.0,692
Gradient Boosting Reference,City_Byron,0.0,693
Gradient Boosting Reference,City_Cabazon,0.0,694
Gradient Boosting Reference,City_Calabasas,0.0,695
Gradient Boosting Reference,City_Calexico,0.0,696
Gradient Boosting Reference,City_Caliente,0.0,697
Gradient Boosting Reference,City_California City,0.0,698
Gradient Boosting Reference,City_Calimesa,0.0,699
Gradient Boosting Reference,City_Camarillo,0.0,700
Gradient Boosting Reference,City_Cambria,0.0,701
Gradient Boosting Reference,City_Campbell,0.0,702
Gradient Boosting Reference,City_Burbank,0.0,703
Gradient Boosting Reference,City_Campo,0.0,704
Gradient Boosting Reference,City_Camptonville,0.0,705
Gradient Boosting Reference,City_Canoga Park,0.0,706
Gradient Boosting Reference,City_Canyon Country,0.0,707
Gradient Boosting Reference,City_Canyon Lake,0.0,708
Gradient Boosting Reference,City_Capitola,0.0,709
Gradient Boosting Reference,City_Cardiff By The Sea,0.0,710
Gradient Boosting Reference,City_Carlsbad,0.0,711
Gradient Boosting Reference,City_Carmel,0.0,712
Gradient Boosting Reference,City_Carmel Valley,0.0,713
Gradient Boosting Reference,City_Carmichael,0.0,714
Gradient Boosting Reference,City_Carpinteria,0.0,715
Gradient Boosting Reference,City_Burlingame,0.0,716
Gradient Boosting Reference,City_Bullhead City,0.0,717
Gradient Boosting Reference,City_Big Bear City,0.0,718
Gradient Boosting Reference,City_Boron,0.0,719
Gradient Boosting Reference,City_Big Bear Lake,0.0,720
Gradient Boosting Reference,City_Big River,0.0,721
Gradient Boosting Reference,City_Big Sur,0.0,722
Gradient Boosting Reference,City_Biggs,0.0,723
Gradient Boosting Reference,City_Bishop,0.0,724
Gradient Boosting Reference,City_Bloomington,0.0,725
Gradient Boosting Reference,City_Blue Jay,0.0,726
Gradient Boosting Reference,City_Blythe,0.0,727
Gradient Boosting Reference,City_Bodfish,0.0,728
Gradient Boosting Reference,City_Bombay Beach,0.0,729
Gradient Boosting Reference,City_Bonita,0.0,730
Gradient Boosting Reference,City_Bonsall,0.0,731
Gradient Boosting Reference,City_Borrego Springs,0.0,732
Gradient Boosting Reference,City_Buena Park,0.0,733
Gradient Boosting Reference,City_Boulder Creek,0.0,734
Gradient Boosting Reference,City_Boulevard,0.0,735
Gradient Boosting Reference,City_Bradbury,0.0,736
Gradient Boosting Reference,City_Bradley,0.0,737
Gradient Boosting Reference,City_Brawley,0.0,738
Gradient Boosting Reference,City_Brea,0.0,739
Gradient Boosting Reference,City_Brentwood,0.0,740
Gradient Boosting Reference,City_Brisbane,0.0,741
Gradient Boosting Reference,City_Brookdale,0.0,742
Gradient Boosting Reference,City_Browns Valley,0.0,743
Gradient Boosting Reference,City_Brownsville,0.0,744
Gradient Boosting Reference,City_Buellton,0.0,745
Gradient Boosting Reference,City_Fairfax,0.0,746
Gradient Boosting Reference,City_Fairfield,0.0,747
Gradient Boosting Reference,City_Fallbrook,0.0,748
Gradient Boosting Reference,City_La Honda,0.0,749
Gradient Boosting Reference,City_Lakewood,0.0,750
Gradient Boosting Reference,City_Lamont,0.0,751
Gradient Boosting Reference,City_Lancaster,0.0,752
Gradient Boosting Reference,City_Landers,0.0,753
Gradient Boosting Reference,City_Lathrop,0.0,754
Gradient Boosting Reference,City_Lawndale,0.0,755
Gradient Boosting Reference,City_Laytonville,0.0,756
Gradient Boosting Reference,City_Le Grand,0.0,757
Gradient Boosting Reference,City_Lebec,0.0,758
Gradient Boosting Reference,City_Leimert Park,0.0,759
Gradient Boosting Reference,City_Lemon Grove,0.0,760
Gradient Boosting Reference,City_Lemoore,0.0,761
Gradient Boosting Reference,City_Lennox,0.0,762
Gradient Boosting Reference,City_Leona Valley,0.0,763
Gradient Boosting Reference,City_Lewiston,0.0,764
Gradient Boosting Reference,City_Lincoln,0.0,765
Gradient Boosting Reference,City_Lincoln Heights,0.0,766
Gradient Boosting Reference,City_Linda,0.0,767
Gradient Boosting Reference,City_Linden,0.0,768
Gradient Boosting Reference,City_Lindsay,0.0,769
Gradient Boosting Reference,City_Little River,0.0,770
Gradient Boosting Reference,City_Littlerock,0.0,771
Gradient Boosting Reference,City_Live Oak,0.0,772
Gradient Boosting Reference,City_Livermore,0.0,773
Gradient Boosting Reference,City_Livingston,0.0,774
Gradient Boosting Reference,City_Llano,0.0,775
Gradient Boosting Reference,City_Loch Lomond,0.0,776
Gradient Boosting Reference,City_Lakeview Terrace,0.0,777
Gradient Boosting Reference,City_Lakeside,0.0,778
Gradient Boosting Reference,City_Lakeport,0.0,779
Gradient Boosting Reference,City_Laguna Hills,0.0,780
Gradient Boosting Reference,City_La Mesa,0.0,781
Gradient Boosting Reference,City_La Mirada,0.0,782
Gradient Boosting Reference,City_La Palma,0.0,783
Gradient Boosting Reference,City_La Porte,0.0,784
Gradient Boosting Reference,City_La Puente,0.0,785
Gradient Boosting Reference,City_La Quinta,0.0,786
Gradient Boosting Reference,City_La Selva Beach,0.0,787
Gradient Boosting Reference,City_La Verne,0.0,788
Gradient Boosting Reference,City_Ladera Heights,0.0,789
Gradient Boosting Reference,City_Ladera Ranch,0.0,790
Gradient Boosting Reference,City_Lafayette,0.0,791
Gradient Boosting Reference,City_Laguna Beach,0.0,792
Gradient Boosting Reference,City_Laguna Niguel,0.0,793
Gradient Boosting Reference,City_Lake Sherwood,0.0,794
Gradient Boosting Reference,City_Laguna Woods,0.0,795
Gradient Boosting Reference,City_Lake Almanor,0.0,796
Gradient Boosting Reference,City_Lake Arrowhead,0.0,797
Gradient Boosting Reference,City_Lake Balboa,0.0,798
Gradient Boosting Reference,City_Lake Elizabeth,0.0,799
Gradient Boosting Reference,City_Alhambra,0.0,800
Gradient Boosting Reference,City_Lake Forest,0.0,801
Gradient Boosting Reference,City_Lake Hughes,0.0,802
Gradient Boosting Reference,City_Lake Isabella,0.0,803
Gradient Boosting Reference,City_Lake Los Angeles,0.0,804
Gradient Boosting Reference,City_Lake Mathews,0.0,805
Gradient Boosting Reference,City_Lake Nacimiento,0.0,806
Gradient Boosting Reference,City_Lockeford,0.0,807
Gradient Boosting Reference,City_Lockwood,0.0,808
Gradient Boosting Reference,City_Lodi,0.0,809
Gradient Boosting Reference,City_Mentone,0.0,810
Gradient Boosting Reference,City_Maricopa,0.0,811
Gradient Boosting Reference,City_Marina,0.0,812
Gradient Boosting Reference,City_Marina Del Rey,0.0,813
Gradient Boosting Reference,City_Mariposa,0.0,814
Gradient Boosting Reference,City_Martinez,0.0,815
Gradient Boosting Reference,City_Marysville,0.0,816
Gradient Boosting Reference,City_Maywood,0.0,817
Gradient Boosting Reference,City_McFarland,0.0,818
Gradient Boosting Reference,City_Mecca,0.0,819
Gradient Boosting Reference,City_Mendocino,0.0,820
Gradient Boosting Reference,City_Menifee,0.0,821
Gradient Boosting Reference,City_Menlo Park,0.0,822
Gradient Boosting Reference,City_Merced,0.0,823
Gradient Boosting Reference,City_Manteca,0.0,824
Gradient Boosting Reference,City_Mi Wuk Village,0.0,825
Gradient Boosting Reference,City_Middletown,0.0,826
Gradient Boosting Reference,City_Midpines,0.0,827
Gradient Boosting Reference,City_Midway City,0.0,828
Gradient Boosting Reference,City_Albion,0.0,829
Gradient Boosting Reference,City_Millbrae,0.0,830
Gradient Boosting Reference,City_Milpitas,0.0,831
Gradient Boosting Reference,City_Mineral,0.0,832
Gradient Boosting Reference,City_Mira Mesa,0.0,833
Gradient Boosting Reference,City_Miramonte,0.0,834
Gradient Boosting Reference,City_Mission Hills,0.0,835
Gradient Boosting Reference,City_Mission Valley,0.0,836
Gradient Boosting Reference,City_Mar Vista,0.0,837
Gradient Boosting Reference,City_Manhattan Beach,0.0,838
Gradient Boosting Reference,City_Loma Linda,0.0,839
Gradient Boosting Reference,City_Los Feliz,0.0,840
Gradient Boosting Reference,City_Loma Mar,0.0,841
Gradient Boosting Reference,City_Loma Rica,0.0,842
Gradient Boosting Reference,City_Lomita,0.0,843
Gradient Boosting Reference,City_Lompoc,0.0,844
Gradient Boosting Reference,City_Long Beach,0.0,845
Gradient Boosting Reference,City_Loomis,0.0,846
Gradient Boosting Reference,City_Los Alamitos,0.0,847
Gradient Boosting Reference,City_Los Alamos,0.0,848
Gradient Boosting Reference,City_Los Altos,0.0,849
Gradient Boosting Reference,City_Los Altos Hills,0.0,850
Gradient Boosting Reference,City_Los Angeles,0.0,851
Gradient Boosting Reference,City_Los Banos,0.0,852
Gradient Boosting Reference,City_Los Gatos,0.0,853
Gradient Boosting Reference,City_Manchester,0.0,854
Gradient Boosting Reference,City_Los Molinos,0.0,855
Gradient Boosting Reference,City_Los Olivos,0.0,856
Gradient Boosting Reference,City_Los Osos,0.0,857
Gradient Boosting Reference,City_Lower Lake,0.0,858
Gradient Boosting Reference,City_Lucerne,0.0,859
Gradient Boosting Reference,City_Lucerne Valley,0.0,860
Gradient Boosting Reference,City_Lynwood,0.0,861
Gradient Boosting Reference,City_Lytle Creek,0.0,862
Gradient Boosting Reference,City_Madera,0.0,863
Gradient Boosting Reference,City_Magalia,0.0,864
Gradient Boosting Reference,City_Malibu,0.0,865
Gradient Boosting Reference,City_Mammoth Lakes,0.0,866
Gradient Boosting Reference,City_La Jolla,0.0,867
Gradient Boosting Reference,City_La Habra Heights,0.0,868
Gradient Boosting Reference,City_Fawnskin,0.0,869
Gradient Boosting Reference,City_La Habra,0.0,870
Gradient Boosting Reference,City_Glendale,0.0,871
Gradient Boosting Reference,City_Glendora,0.0,872
Gradient Boosting Reference,City_Glenhaven,0.0,873
Gradient Boosting Reference,City_Glenn,0.0,874
Gradient Boosting Reference,City_Gold River,0.0,875
Gradient Boosting Reference,City_Goleta,0.0,876
Gradient Boosting Reference,City_Gonzales,0.0,877
Gradient Boosting Reference,City_Granada Hills,0.0,878
Gradient Boosting Reference,City_Grand Terrace,0.0,879
Gradient Boosting Reference,City_Granite Bay,0.0,880
Gradient Boosting Reference,City_Grass Valley,0.0,881
Gradient Boosting Reference,City_Green Valley,0.0,882
Gradient Boosting Reference,City_Green Valley Lake,0.0,883
Gradient Boosting Reference,City_Greenfield,0.0,884
Gradient Boosting Reference,City_Gridley,0.0,885
Gradient Boosting Reference,City_Groveland,0.0,886
Gradient Boosting Reference,City_Grover Beach,0.0,887
Gradient Boosting Reference,City_Guadalupe,0.0,888
Gradient Boosting Reference,City_Gualala,0.0,889
Gradient Boosting Reference,City_Guatay,0.0,890
Gradient Boosting Reference,City_Gustine,0.0,891
Gradient Boosting Reference,City_Hacienda Heights,0.0,892
Gradient Boosting Reference,City_Half Moon Bay,0.0,893
Gradient Boosting Reference,City_Hanford,0.0,894
Gradient Boosting Reference,City_Harbor City,0.0,895
Gradient Boosting Reference,City_Hawaiian Gardens,0.0,896
Gradient Boosting Reference,City_Hawthorne,0.0,897
Gradient Boosting Reference,City_Glencoe,0.0,898
Gradient Boosting Reference,City_Glen Ellen,0.0,899
Gradient Boosting Reference,City_Glassell Park,0.0,900
Gradient Boosting Reference,City_Foster City,0.0,901
Gradient Boosting Reference,City_Felton,0.0,902
Gradient Boosting Reference,City_Fillmore,0.0,903
Gradient Boosting Reference,City_Firebaugh,0.0,904
Gradient Boosting Reference,City_Flournoy,0.0,905
Gradient Boosting Reference,City_Folsom,0.0,906
Gradient Boosting Reference,City_Fontana,0.0,907
Gradient Boosting Reference,City_Forbestown,0.0,908
Gradient Boosting Reference,City_Forest Falls,0.0,909
Gradient Boosting Reference,City_Forest Ranch,0.0,910
Gradient Boosting Reference,City_Foresthill,0.0,911
Gradient Boosting Reference,City_Fort Bragg,0.0,912
Gradient Boosting Reference,City_Fortuna,0.0,913
Gradient Boosting Reference,City_Fountain Valley,0.0,914
Gradient Boosting Reference,City_Gilroy,0.0,915
Gradient Boosting Reference,City_Fowler,0.0,916
Gradient Boosting Reference,City_Frazier Park,0.0,917
Gradient Boosting Reference,City_Freedom,0.0,918
Gradient Boosting Reference,City_Fremont,0.0,919
Gradient Boosting Reference,City_French Valley,0.0,920
Gradient Boosting Reference,City_Fresno,0.0,921
Gradient Boosting Reference,City_Friant,0.0,922
Gradient Boosting Reference,City_Fullerton,0.0,923
Gradient Boosting Reference,City_Galt,0.0,924
Gradient Boosting Reference,City_Garden Grove,0.0,925
Gradient Boosting Reference,City_Gardena,0.0,926
Gradient Boosting Reference,City_Gerber,0.0,927
Gradient Boosting Reference,City_Hayfork,0.0,928
Gradient Boosting Reference,City_Hayward,0.0,929
Gradient Boosting Reference,City_Healdsburg,0.0,930
Gradient Boosting Reference,City_Jurupa Valley,0.0,931
Gradient Boosting Reference,City_Irwindale,0.0,932
Gradient Boosting Reference,City_Isleton,0.0,933
Gradient Boosting Reference,City_Jackson,0.0,934
Gradient Boosting Reference,City_Jacumba,0.0,935
Gradient Boosting Reference,City_Jamestown,0.0,936
Gradient Boosting Reference,City_Jamul,0.0,937
Gradient Boosting Reference,City_Janesville,0.0,938
Gradient Boosting Reference,City_Johnson Valley,0.0,939
Gradient Boosting Reference,City_Joshua Tree,0.0,940
Gradient Boosting Reference,City_Julian,0.0,941
Gradient Boosting Reference,City_Junction City,0.0,942
Gradient Boosting Reference,City_Juniper Hills,0.0,943
Gradient Boosting Reference,City_Keene,0.0,944
Gradient Boosting Reference,City_Ione,0.0,945
Gradient Boosting Reference,City_Kelseyville,0.0,946
Gradient Boosting Reference,City_Kennedy Meadows,0.0,947
Gradient Boosting Reference,City_Kensington,0.0,948
Gradient Boosting Reference,City_Kerman,0.0,949
Gradient Boosting Reference,City_Kernville,0.0,950
Gradient Boosting Reference,City_King City,0.0,951
Gradient Boosting Reference,City_Kings Beach,0.0,952
Gradient Boosting Reference,City_Kingsburg,0.0,953
Gradient Boosting Reference,City_Knightsen,0.0,954
Gradient Boosting Reference,City_La Canada Flintridge,0.0,955
Gradient Boosting Reference,City_La Crescenta,0.0,956
Gradient Boosting Reference,City_La Grange,0.0,957
Gradient Boosting Reference,City_Irvine,0.0,958
Gradient Boosting Reference,City_Inglewood,0.0,959
Gradient Boosting Reference,City_Helendale,0.0,960
Gradient Boosting Reference,City_Hinkley,0.0,961
Gradient Boosting Reference,City_Hemet,0.0,962
Gradient Boosting Reference,City_Herald,0.0,963
Gradient Boosting Reference,City_Hercules,0.0,964
Gradient Boosting Reference,City_Hermosa Beach,0.0,965
Gradient Boosting Reference,City_Hesperia,0.0,966
Gradient Boosting Reference,City_Hidden Hills,0.0,967
Gradient Boosting Reference,City_Hidden Valley Lake,0.0,968
Gradient Boosting Reference,City_Highgrove,0.0,969
Gradient Boosting Reference,City_Highland,0.0,970
Gradient Boosting Reference,City_Highland Park,0.0,971
Gradient Boosting Reference,City_Hillsborough,0.0,972
Gradient Boosting Reference,City_Hilmar,0.0,973
Gradient Boosting Reference,City_Hollister,0.0,974
Gradient Boosting Reference,City_Indio,0.0,975
Gradient Boosting Reference,City_Hollywood Hills,0.0,976
Gradient Boosting Reference,City_Hollywood Hills East,0.0,977
Gradient Boosting Reference,City_Homeland,0.0,978
Gradient Boosting Reference,City_Hornbrook,0.0,979
Gradient Boosting Reference,City_Hughson,0.0,980
Gradient Boosting Reference,City_Huntington Beach,0.0,981
Gradient Boosting Reference,City_Huntington Park,0.0,982
Gradient Boosting Reference,City_Huron,0.0,983
Gradient Boosting Reference,City_Idyllwild,0.0,984
Gradient Boosting Reference,City_Imperial,0.0,985
Gradient Boosting Reference,City_Imperial Beach,0.0,986
Gradient Boosting Reference,City_Indian Wells,0.0,987
Gradient Boosting Reference,City_Mill Valley,0.0,988
XGBoost,CountyOrParish_San Bernardino,0.1140805035829544,1
XGBoost,City_Chula Vista,0.09029889851808548,2
XGBoost,LivingAreaPerBathroom,0.0760798454284668,3
XGBoost,PropertyAge,0.07368014752864838,4
XGBoost,OutdoorSpaceApprox,0.05999607965350151,5
XGBoost,LivingArea,0.0548105351626873,6
XGBoost,LivingAreaPerBedroom,0.05359071493148804,7
XGBoost,LogLivingArea,0.05335674434900284,8
XGBoost,ListPricePerSquareFoot,0.04930197075009346,9
XGBoost,LogLotSize,0.04745166748762131,10
XGBoost,LotSizeSquareFeet,0.04399349167943001,11
XGBoost,PropertyAgeSquared,0.04306454211473465,12
XGBoost,LogListPrice,0.04227862134575844,13
XGBoost,ListPrice,0.039069391787052155,14
XGBoost,LotToLivingAreaRatio,0.02768726646900177,15
XGBoost,BedroomsTotal,0.025624427944421768,16
XGBoost,BedBathRatio,0.021161925047636032,17
XGBoost,City_Ramona,0.02062736637890339,18
XGBoost,City_Victorville,0.017346877604722977,19
XGBoost,BathroomsTotalInteger,0.012279104441404343,20
XGBoost,TotalRoomsApprox,0.011235315352678299,21
XGBoost,CountyOrParish_San Diego,0.008210294879972935,22
XGBoost,City_Lake Elsinore,0.007413641549646854,23
XGBoost,IsOlderProperty,0.0014110490446910262,24
XGBoost,City_Hesperia,0.0008419512887485325,25
XGBoost,IsRecentProperty,0.0007169818272814155,26
XGBoost,City_Beverly Hills,0.0005030271131545305,27
XGBoost,City_Spring Valley,0.0004973529721610248,28
XGBoost,City_Moorpark,0.0004812269180547446,29
XGBoost,CountyOrParish_Ventura,0.00046033281250856817,30
XGBoost,CountyOrParish_Riverside,0.00039006516453810036,31
XGBoost,City_Los Angeles,0.00023414769384544343,32
XGBoost,CountyOrParish_Los Angeles,0.00023131303896661848,33
XGBoost,City_San Miguel,0.00021764203847851604,34
XGBoost,City_Newport Coast,0.00015613825235050172,35
XGBoost,City_Hacienda Heights,0.00012335105566307902,36
XGBoost,City_Calimesa,0.00011645557242445648,37
XGBoost,City_Fountain Valley,8.942380372900516e-05,38
XGBoost,City_Palm Desert,8.361158688785508e-05,39
XGBoost,City_Lucerne Valley,8.06012685643509e-05,40
XGBoost,City_Rancho Santa Fe,7.858113531256095e-05,41
XGBoost,City_Rancho Mission Viejo,7.719709537923336e-05,42
XGBoost,City_La Mesa,6.375977682182565e-05,43
XGBoost,City_Newport Beach,5.259279714664444e-05,44
XGBoost,City_Piedmont,4.642886415240355e-05,45
XGBoost,CountyOrParish_San Mateo,4.578536027111113e-05,46
XGBoost,City_Los Altos,4.514995089266449e-05,47
XGBoost,City_Mariposa,3.851735527860001e-05,48
XGBoost,City_Adelanto,3.450517760938965e-05,49
XGBoost,City_Berkeley,3.339058821438812e-05,50
XGBoost,City_Carlsbad,3.315888898214325e-05,51
XGBoost,CountyOrParish_Santa Clara,3.206642941222526e-05,52
XGBoost,City_Oakland,2.5368148271809332e-05,53
XGBoost,City_Corona Del Mar,2.051810770353768e-05,54
XGBoost,City_Tarzana,1.7572458091308363e-05,55
